fit_results/data/all_states.list_sd_03150903.log>>> Loading state data: AL <<<
>>> Loading state data: AR <<<
>>> Loading state data: AZ <<<
>>> Loading state data: CA <<<
>>> Loading state data: CO <<<
>>> Loading state data: CT <<<
>>> Loading state data: DC <<<
>>> Loading state data: DE <<<
>>> Loading state data: FL <<<
>>> Loading state data: GA <<<
>>> Loading state data: IA <<<
>>> Loading state data: ID <<<
>>> Loading state data: IL <<<
>>> Loading state data: IN <<<
>>> Loading state data: KS <<<
>>> Loading state data: KY <<<
>>> Loading state data: LA <<<
>>> Loading state data: MA <<<
>>> Loading state data: MD <<<
>>> Loading state data: ME <<<
>>> Loading state data: MI <<<
>>> Loading state data: MN <<<
>>> Loading state data: MO <<<
>>> Loading state data: MS <<<
>>> Loading state data: MT <<<
>>> Loading state data: NC <<<
>>> Loading state data: ND <<<
>>> Loading state data: NE <<<
>>> Loading state data: NH <<<
>>> Loading state data: NJ <<<
>>> Loading state data: NM <<<
>>> Loading state data: NV <<<
>>> Loading state data: NY <<<
>>> Loading state data: OH <<<
>>> Loading state data: OK <<<
>>> Loading state data: OR <<<
>>> Loading state data: PA <<<
>>> Loading state data: RI <<<
>>> Loading state data: SC <<<
>>> Loading state data: SD <<<
>>> Loading state data: TN <<<
>>> Loading state data: TX <<<
>>> Loading state data: UT <<<
>>> Loading state data: VA <<<
>>> Loading state data: WA <<<
>>> Loading state data: WI <<<
>>> Loading state data: WV <<<
 [1]   0.5000000   0.5000000   0.5000000   0.5000000   0.5000000   0.5000000
 [7]   0.5000000   0.5000000   0.5000000   0.8262688   0.6006879 -16.0066679
[13] -26.4593566   0.3891786
It 480: fitness=101900
It 485: fitness=101900
It 490: fitness=101900
It 495: fitness=101900
It 500: fitness=101900
It 505: fitness=101900
It 510: fitness=101900
It 515: fitness=101900
It 520: fitness=101900
It 525: fitness=101900
It 530: fitness=101900
It 535: fitness=101900
It 540: fitness=101900
It 545: fitness=101800
It 550: fitness=101800
It 555: fitness=101800
It 560: fitness=101400
It 565: fitness=101400
It 570: fitness=101200
It 575: fitness=101200
It 580: fitness=101100
It 585: fitness=101100
It 590: fitness=101100
It 595: fitness=101100
It 600: fitness=101100
It 605: fitness=101000
It 610: fitness=101000
It 615: fitness=101000
It 620: fitness=101000
It 625: fitness=101000
It 630: fitness=101000
It 635: fitness=101000
It 640: fitness=101000
It 645: fitness=101000
It 650: fitness=101000
It 655: fitness=101000
It 660: fitness=101000
It 665: fitness=101000
It 670: fitness=101000
It 675: fitness=101000
It 680: fitness=101000
It 685: fitness=101000
It 690: fitness=101000
It 695: fitness=101000
It 700: fitness=101000
It 705: fitness=101000
It 710: fitness=101000
It 715: fitness=101000
It 720: fitness=100900
It 725: fitness=100900
It 730: fitness=100900
It 735: fitness=100900
It 740: fitness=100900
It 745: fitness=100900
It 750: fitness=100900
It 755: fitness=100900
It 760: fitness=100900
It 765: fitness=100900
It 770: fitness=100900
It 775: fitness=100900
It 780: fitness=100900
It 785: fitness=100900
It 790: fitness=100900
It 795: fitness=100900
It 800: fitness=100900
It 805: fitness=100900
It 810: fitness=100900
It 815: fitness=100900
It 820: fitness=100900
It 825: fitness=100900
It 830: fitness=100900
It 835: fitness=100900
It 840: fitness=100900
It 845: fitness=100900
It 850: fitness=100900
It 855: fitness=100900
It 860: fitness=100900
It 865: fitness=100900
It 870: fitness=100900
It 875: fitness=100900
It 880: fitness=100900
It 885: fitness=100900
It 890: fitness=100900
It 895: fitness=100900
It 900: fitness=100900
It 905: fitness=100900
It 910: fitness=100900
It 915: fitness=100900
It 920: fitness=100900
It 925: fitness=100900
It 930: fitness=100900
It 935: fitness=100900
It 940: fitness=100900
It 945: fitness=100900
It 950: fitness=100900
It 955: fitness=100900
It 960: fitness=100900
It 965: fitness=100900
It 970: fitness=100900
It 975: fitness=100900
It 980: fitness=100900
It 985: fitness=100900
It 990: fitness=100900
It 995: fitness=100900
It 1000: fitness=100900
It 1005: fitness=100900
It 1010: fitness=100900
It 1015: fitness=100900
It 1020: fitness=100900
It 1025: fitness=100900
It 1030: fitness=100900
It 1035: fitness=100900
It 1040: fitness=100900
It 1045: fitness=100900
It 1050: fitness=100900
It 1055: fitness=100900
It 1060: fitness=100900
It 1065: fitness=100900
It 1070: fitness=100900
It 1075: fitness=100900
It 1080: fitness=100900
It 1085: fitness=100900
It 1090: fitness=100900
It 1095: fitness=100900
It 1100: fitness=100900
It 1105: fitness=100900
It 1110: fitness=100900
It 1115: fitness=100900
It 1120: fitness=100900
It 1125: fitness=100900
It 1130: fitness=100900
It 1135: fitness=100900
It 1140: fitness=100900
It 1145: fitness=100900
It 1150: fitness=100900
It 1155: fitness=100900
It 1160: fitness=100900
It 1165: fitness=100900
It 1170: fitness=100900
It 1175: fitness=100900
It 1180: fitness=100900
It 1185: fitness=100900
It 1190: fitness=100900
Maximal number of iterations without improvement reached
>> Resamp_Iter 1 negLL: 100882.5 (ref:  105829.8 )
>> Resamp_params: 0.4810204 0.4900188 0.4759478 0.4183135 0.6128494 0.47958 0.4903667 0.5133752 0.615915 0.8001788 0.7108218 -29.07673 -25.42299 0.3828364 
>> sd Resamp 2 : 10 22 2 2 31 2 42 22 45 27 44 31 13 46 2 36 33 16 35 28 9 14 30 46 20 36 11 10 11 8 7 26 10 1 33 40 30 4 20 39 16 21 13 38 35 29 32 
>> Opt param @ resamp: 113140.4 
S=17, K=3, p=0.1663, w0=0.7213, w1=0.7213, c.p=1.193, c.g=1.193
v.max=NA, d=3.742, vectorize=FALSE, hybrid=off
It 5: fitness=157100
It 10: fitness=157100
It 15: fitness=143400
It 20: fitness=143400
It 25: fitness=143400
It 30: fitness=142000
It 35: fitness=141100
It 40: fitness=141100
It 45: fitness=141100
It 50: fitness=141100
It 55: fitness=141100
It 60: fitness=141100
It 65: fitness=137400
It 70: fitness=137400
It 75: fitness=137400
It 80: fitness=137400
It 85: fitness=137400
It 90: fitness=137400
It 95: fitness=137400
It 100: fitness=137400
It 105: fitness=137400
It 110: fitness=137400
It 115: fitness=137300
It 120: fitness=137200
It 125: fitness=137200
It 130: fitness=137200
It 135: fitness=135900
It 140: fitness=134200
It 145: fitness=134200
It 150: fitness=133400
It 155: fitness=129800
It 160: fitness=126300
It 165: fitness=126300
It 170: fitness=126300
It 175: fitness=124700
It 180: fitness=124700
It 185: fitness=122000
It 190: fitness=120300
It 195: fitness=118300
It 200: fitness=118000
It 205: fitness=118000
It 210: fitness=117700
It 215: fitness=117100
It 220: fitness=117100
It 225: fitness=116100
It 230: fitness=113700
It 235: fitness=112800
It 240: fitness=112800
It 245: fitness=112800
It 250: fitness=112800
It 255: fitness=112800
It 260: fitness=112700
It 265: fitness=112600
It 270: fitness=112600
It 275: fitness=112500
It 280: fitness=112500
It 285: fitness=112500
It 290: fitness=112500
It 295: fitness=112500
It 300: fitness=112400
It 305: fitness=112400
It 310: fitness=112000
It 315: fitness=111900
It 320: fitness=111700
It 325: fitness=111700
It 330: fitness=111600
It 335: fitness=111500
It 340: fitness=111500
It 345: fitness=111400
It 350: fitness=111400
It 355: fitness=111400
It 360: fitness=111300
It 365: fitness=111200
It 370: fitness=111200
It 375: fitness=111200
It 380: fitness=111200
It 385: fitness=111200
It 390: fitness=111200
It 395: fitness=111100
It 400: fitness=111100
It 405: fitness=111100
It 410: fitness=111100
It 415: fitness=111100
It 420: fitness=111100
It 425: fitness=111100
It 430: fitness=111000
It 435: fitness=111000
It 440: fitness=111000
It 445: fitness=111000
It 450: fitness=111000
It 455: fitness=111000
It 460: fitness=111000
It 465: fitness=111000
It 470: fitness=111000
It 475: fitness=111000
It 480: fitness=111000
It 485: fitness=111000
It 490: fitness=111000
It 495: fitness=111000
It 500: fitness=111000
It 505: fitness=111000
It 510: fitness=111000
It 515: fitness=111000
It 520: fitness=111000
It 525: fitness=111000
It 530: fitness=111000
It 535: fitness=111000
It 540: fitness=111000
It 545: fitness=111000
It 550: fitness=111000
It 555: fitness=111000
It 560: fitness=111000
It 565: fitness=111000
It 570: fitness=111000
It 575: fitness=111000
It 580: fitness=111000
It 585: fitness=111000
It 590: fitness=111000
It 595: fitness=111000
It 600: fitness=111000
It 605: fitness=111000
It 610: fitness=111000
It 615: fitness=111000
It 620: fitness=111000
It 625: fitness=111000
It 630: fitness=110900
It 635: fitness=110900
It 640: fitness=110900
It 645: fitness=110900
It 650: fitness=110900
It 655: fitness=110900
It 660: fitness=110900
It 665: fitness=110900
It 670: fitness=110900
It 675: fitness=110900
It 680: fitness=110900
It 685: fitness=110800
It 690: fitness=110800
It 695: fitness=110800
It 700: fitness=110800
It 705: fitness=110800
It 710: fitness=110800
It 715: fitness=110800
It 720: fitness=110800
It 725: fitness=110800
It 730: fitness=110800
It 735: fitness=110800
It 740: fitness=110800
It 745: fitness=110800
It 750: fitness=110800
It 755: fitness=110800
It 760: fitness=110800
It 765: fitness=110800
It 770: fitness=110800
It 775: fitness=110800
It 780: fitness=110800
It 785: fitness=110800
It 790: fitness=110800
It 795: fitness=110800
It 800: fitness=110800
It 805: fitness=110800
It 810: fitness=110800
It 815: fitness=110800
It 820: fitness=110800
It 825: fitness=110800
It 830: fitness=110800
It 835: fitness=110800
It 840: fitness=110800
It 845: fitness=110800
It 850: fitness=110800
It 855: fitness=110800
It 860: fitness=110800
It 865: fitness=110800
It 870: fitness=110800
It 875: fitness=110800
It 880: fitness=110800
It 885: fitness=110800
It 890: fitness=110800
It 895: fitness=110800
It 900: fitness=110800
It 905: fitness=110800
It 910: fitness=110800
It 915: fitness=110800
It 920: fitness=110800
It 925: fitness=110800
It 930: fitness=110800
It 935: fitness=110800
It 940: fitness=110800
It 945: fitness=110800
It 950: fitness=110800
It 955: fitness=110800
It 960: fitness=110800
It 965: fitness=110800
It 970: fitness=110800
It 975: fitness=110800
It 980: fitness=110800
It 985: fitness=110800
It 990: fitness=110800
It 995: fitness=110800
It 1000: fitness=110800
It 1005: fitness=110800
It 1010: fitness=110800
It 1015: fitness=110800
It 1020: fitness=110800
It 1025: fitness=110800
It 1030: fitness=110800
It 1035: fitness=110800
It 1040: fitness=110800
It 1045: fitness=110800
It 1050: fitness=110800
It 1055: fitness=110800
It 1060: fitness=110800
It 1065: fitness=110800
It 1070: fitness=110800
It 1075: fitness=110800
It 1080: fitness=110800
It 1085: fitness=110800
It 1090: fitness=110800
It 1095: fitness=110800
It 1100: fitness=110800
It 1105: fitness=110800
It 1110: fitness=110800
Maximal number of iterations without improvement reached
>> Resamp_Iter 2 negLL: 110761.6 (ref:  113140.4 )
>> Resamp_params: 0.4842895 0.4897947 0.4752868 0.45807 0.467839 0.4821451 0.5154648 0.4970414 0.6300572 0.8 0.701912 -27.69272 -22.45462 0.3721226 
>> sd Resamp 3 : 33 17 15 25 18 9 20 14 20 46 11 44 17 37 5 26 34 31 22 29 31 29 26 31 4 18 35 9 36 12 18 23 5 33 23 47 1 45 27 32 1 28 45 47 37 21 7 
>> Opt param @ resamp: 105563.3 
S=17, K=3, p=0.1663, w0=0.7213, w1=0.7213, c.p=1.193, c.g=1.193
v.max=NA, d=3.742, vectorize=FALSE, hybrid=off
It 5: fitness=133100
It 10: fitness=133100
It 15: fitness=127300
It 20: fitness=127300
It 25: fitness=126700
It 30: fitness=126700
It 35: fitness=126600
It 40: fitness=126600
It 45: fitness=126500
It 50: fitness=126500
It 55: fitness=124700
It 60: fitness=124700
It 65: fitness=123600
It 70: fitness=123500
It 75: fitness=123500
It 80: fitness=123400
It 85: fitness=122400
It 90: fitness=122100
It 95: fitness=120100
It 100: fitness=120000
It 105: fitness=120000
It 110: fitness=119900
It 115: fitness=119900
It 120: fitness=119300
It 125: fitness=118200
It 130: fitness=117300
It 135: fitness=117300
It 140: fitness=116600
It 145: fitness=116300
It 150: fitness=116300
It 155: fitness=116300
It 160: fitness=115700
It 165: fitness=115000
It 170: fitness=113700
It 175: fitness=113000
It 180: fitness=106300
It 185: fitness=106200
It 190: fitness=105300
It 195: fitness=105100
It 200: fitness=105100
It 205: fitness=104900
It 210: fitness=104500
It 215: fitness=104500
It 220: fitness=104500
It 225: fitness=104300
It 230: fitness=104000
It 235: fitness=104000
It 240: fitness=104000
It 245: fitness=103900
It 250: fitness=103900
It 255: fitness=103900
It 260: fitness=103800
It 265: fitness=103800
It 270: fitness=103700
It 275: fitness=103700
It 280: fitness=103600
It 285: fitness=103600
It 290: fitness=103600
It 295: fitness=103600
It 300: fitness=103600
It 305: fitness=103600
It 310: fitness=103600
It 315: fitness=103500
It 320: fitness=103500
It 325: fitness=103500
It 330: fitness=103500
It 335: fitness=103500
It 340: fitness=103500
It 345: fitness=103500
It 350: fitness=103500
It 355: fitness=103500
It 360: fitness=103500
It 365: fitness=103500
It 370: fitness=103500
It 375: fitness=103500
It 380: fitness=103500
It 385: fitness=103500
It 390: fitness=103400
It 395: fitness=103400
It 400: fitness=103400
It 405: fitness=103400
It 410: fitness=103400
It 415: fitness=103400
It 420: fitness=103400
It 425: fitness=103400
It 430: fitness=103400
It 435: fitness=103400
It 440: fitness=103400
It 445: fitness=103400
It 450: fitness=103400
It 455: fitness=103400
It 460: fitness=103400
It 465: fitness=103300
It 470: fitness=103300
It 475: fitness=103300
It 480: fitness=103300
It 485: fitness=103300
It 490: fitness=103300
It 495: fitness=103300
It 500: fitness=103300
It 505: fitness=103300
It 510: fitness=103300
It 515: fitness=103300
It 520: fitness=103300
It 525: fitness=103300
It 530: fitness=103300
It 535: fitness=103300
It 540: fitness=103300
It 545: fitness=103300
It 550: fitness=103300
It 555: fitness=103300
It 560: fitness=103300
It 565: fitness=103300
It 570: fitness=103300
It 575: fitness=103300
It 580: fitness=103300
It 585: fitness=103300
It 590: fitness=103300
It 595: fitness=103300
It 600: fitness=103300
It 605: fitness=103300
It 610: fitness=103300
It 615: fitness=103300
It 620: fitness=103300
It 625: fitness=103300
It 630: fitness=103300
It 635: fitness=103300
It 640: fitness=103300
It 645: fitness=103300
It 650: fitness=103300
It 655: fitness=103300
It 660: fitness=103300
It 665: fitness=103300
It 670: fitness=103300
It 675: fitness=103300
It 680: fitness=103300
It 685: fitness=103300
It 690: fitness=103300
It 695: fitness=103300
It 700: fitness=103300
It 705: fitness=103300
It 710: fitness=103300
It 715: fitness=103300
It 720: fitness=103300
It 725: fitness=103300
It 730: fitness=103300
It 735: fitness=103300
It 740: fitness=103300
It 745: fitness=103300
It 750: fitness=103300
It 755: fitness=103300
It 760: fitness=103300
It 765: fitness=103300
It 770: fitness=103300
It 775: fitness=103300
It 780: fitness=103300
It 785: fitness=103300
It 790: fitness=103300
It 795: fitness=103300
It 800: fitness=103300
It 805: fitness=103300
It 810: fitness=103300
It 815: fitness=103300
It 820: fitness=103300
It 825: fitness=103300
It 830: fitness=103300
It 835: fitness=103300
It 840: fitness=103300
It 845: fitness=103300
It 850: fitness=103300
It 855: fitness=103300
It 860: fitness=103300
It 865: fitness=103300
It 870: fitness=103300
It 875: fitness=103300
It 880: fitness=103300
It 885: fitness=103300
It 890: fitness=103300
It 895: fitness=103300
It 900: fitness=103300
It 905: fitness=103300
It 910: fitness=103300
It 915: fitness=103300
It 920: fitness=103300
It 925: fitness=103300
It 930: fitness=103300
It 935: fitness=103300
It 940: fitness=103300
It 945: fitness=103300
It 950: fitness=103300
It 955: fitness=103300
It 960: fitness=103300
It 965: fitness=103300
It 970: fitness=103300
It 975: fitness=103300
It 980: fitness=103300
It 985: fitness=103300
It 990: fitness=103300
It 995: fitness=103300
It 1000: fitness=103300
It 1005: fitness=103300
It 1010: fitness=103300
It 1015: fitness=103300
It 1020: fitness=103300
It 1025: fitness=103300
It 1030: fitness=103300
It 1035: fitness=103300
It 1040: fitness=103300
It 1045: fitness=103300
It 1050: fitness=103300
It 1055: fitness=103300
It 1060: fitness=103300
It 1065: fitness=103300
It 1070: fitness=103300
It 1075: fitness=103300
It 1080: fitness=103300
It 1085: fitness=103300
Maximal number of iterations without improvement reached
>> Resamp_Iter 3 negLL: 103264.8 (ref:  105563.3 )
>> Resamp_params: 0.4592217 0.4814984 0.4781175 0.4573119 0.5862391 0.4714008 0.50183 0.5147538 0.6402234 0.8099557 0.6404609 -25.13407 -27.74569 0.3951817 
>> sd Resamp 4 : 28 33 32 24 9 14 15 6 5 26 5 18 38 34 30 34 20 37 22 35 32 3 43 5 1 7 14 23 41 23 27 44 46 4 19 31 34 14 45 10 35 10 32 38 1 34 43 
>> Opt param @ resamp: 96258.55 
S=17, K=3, p=0.1663, w0=0.7213, w1=0.7213, c.p=1.193, c.g=1.193
v.max=NA, d=3.742, vectorize=FALSE, hybrid=off
It 5: fitness=137700
It 10: fitness=137700
It 15: fitness=132200
It 20: fitness=113500
It 25: fitness=111900
It 30: fitness=111900
It 35: fitness=111800
It 40: fitness=111800
It 45: fitness=111800
It 50: fitness=111700
It 55: fitness=111700
It 60: fitness=111700
It 65: fitness=111700
It 70: fitness=111700
It 75: fitness=111700
It 80: fitness=111700
It 85: fitness=111700
It 90: fitness=111700
It 95: fitness=111700
It 100: fitness=111700
It 105: fitness=111600
It 110: fitness=111600
It 115: fitness=111600
It 120: fitness=111600
It 125: fitness=111600
It 130: fitness=111600
It 135: fitness=111600
It 140: fitness=106900
It 145: fitness=106000
It 150: fitness=105800
It 155: fitness=105500
It 160: fitness=105200
It 165: fitness=105100
It 170: fitness=104400
It 175: fitness=104000
It 180: fitness=104000
It 185: fitness=101300
It 190: fitness=101200
It 195: fitness=101200
It 200: fitness=100800
It 205: fitness=100300
It 210: fitness=100300
It 215: fitness=99110
It 220: fitness=97880
It 225: fitness=97530
It 230: fitness=97130
It 235: fitness=96360
It 240: fitness=96100
It 245: fitness=95750
It 250: fitness=95580
It 255: fitness=95540
It 260: fitness=95320
It 265: fitness=95260
It 270: fitness=95260
It 275: fitness=95220
It 280: fitness=95220
It 285: fitness=95220
It 290: fitness=95220
It 295: fitness=95180
It 300: fitness=95180
It 305: fitness=95170
It 310: fitness=95100
It 315: fitness=95100
It 320: fitness=95100
It 325: fitness=95100
It 330: fitness=95070
It 335: fitness=95070
It 340: fitness=95030
It 345: fitness=95030
It 350: fitness=95030
It 355: fitness=95030
It 360: fitness=95020
It 365: fitness=95000
It 370: fitness=95000
It 375: fitness=95000
It 380: fitness=94990
It 385: fitness=94990
It 390: fitness=94990
It 395: fitness=94990
It 400: fitness=94990
It 405: fitness=94990
It 410: fitness=94990
It 415: fitness=94980
It 420: fitness=94980
It 425: fitness=94980
It 430: fitness=94980
It 435: fitness=94980
It 440: fitness=94980
It 445: fitness=94980
It 450: fitness=94980
It 455: fitness=94980
It 460: fitness=94980
It 465: fitness=94980
It 470: fitness=94980
It 475: fitness=94980
It 480: fitness=94980
It 485: fitness=94980
It 490: fitness=94940
It 495: fitness=94940
It 500: fitness=94940
It 505: fitness=94940
It 510: fitness=94940
It 515: fitness=94940
It 520: fitness=94940
It 525: fitness=94940
It 530: fitness=94940
It 535: fitness=94940
It 540: fitness=94940
It 545: fitness=94920
It 550: fitness=94890
It 555: fitness=94890
It 560: fitness=94890
It 565: fitness=94890
It 570: fitness=94890
It 575: fitness=94890
It 580: fitness=94890
It 585: fitness=94890
It 590: fitness=94880
It 595: fitness=94880
It 600: fitness=94860
It 605: fitness=94860
It 610: fitness=94860
It 615: fitness=94860
It 620: fitness=94860
It 625: fitness=94860
It 630: fitness=94860
It 635: fitness=94860
It 640: fitness=94860
It 645: fitness=94860
It 650: fitness=94860
It 655: fitness=94860
It 660: fitness=94860
It 665: fitness=94860
It 670: fitness=94860
It 675: fitness=94860
It 680: fitness=94860
It 685: fitness=94860
It 690: fitness=94860
It 695: fitness=94860
It 700: fitness=94860
It 705: fitness=94860
It 710: fitness=94860
It 715: fitness=94850
It 720: fitness=94850
It 725: fitness=94850
It 730: fitness=94850
It 735: fitness=94850
It 740: fitness=94850
It 745: fitness=94840
It 750: fitness=94840
It 755: fitness=94840
It 760: fitness=94840
It 765: fitness=94840
It 770: fitness=94840
It 775: fitness=94840
It 780: fitness=94840
It 785: fitness=94840
It 790: fitness=94840
It 795: fitness=94840
It 800: fitness=94840
It 805: fitness=94840
It 810: fitness=94840
It 815: fitness=94840
It 820: fitness=94840
It 825: fitness=94840
It 830: fitness=94840
It 835: fitness=94840
It 840: fitness=94840
It 845: fitness=94840
It 850: fitness=94840
It 855: fitness=94840
It 860: fitness=94840
It 865: fitness=94840
It 870: fitness=94840
It 875: fitness=94840
It 880: fitness=94840
It 885: fitness=94840
It 890: fitness=94840
It 895: fitness=94800
It 900: fitness=94800
It 905: fitness=94800
It 910: fitness=94800
It 915: fitness=94800
It 920: fitness=94800
It 925: fitness=94800
It 930: fitness=94800
It 935: fitness=94800
It 940: fitness=94800
It 945: fitness=94800
It 950: fitness=94800
It 955: fitness=94800
It 960: fitness=94790
It 965: fitness=94790
It 970: fitness=94790
It 975: fitness=94780
It 980: fitness=94780
It 985: fitness=94780
It 990: fitness=94780
It 995: fitness=94780
It 1000: fitness=94780
It 1005: fitness=94780
It 1010: fitness=94780
It 1015: fitness=94780
It 1020: fitness=94780
It 1025: fitness=94780
It 1030: fitness=94780
It 1035: fitness=94780
It 1040: fitness=94780
It 1045: fitness=94780
It 1050: fitness=94770
It 1055: fitness=94770
It 1060: fitness=94770
It 1065: fitness=94770
It 1070: fitness=94770
It 1075: fitness=94770
It 1080: fitness=94770
It 1085: fitness=94770
It 1090: fitness=94770
It 1095: fitness=94770
It 1100: fitness=94770
It 1105: fitness=94770
It 1110: fitness=94760
It 1115: fitness=94760
It 1120: fitness=94760
It 1125: fitness=94760
It 1130: fitness=94760
It 1135: fitness=94760
It 1140: fitness=94750
It 1145: fitness=94750
It 1150: fitness=94750
It 1155: fitness=94750
It 1160: fitness=94750
It 1165: fitness=94750
It 1170: fitness=94750
It 1175: fitness=94750
It 1180: fitness=94750
It 1185: fitness=94750
It 1190: fitness=94750
It 1195: fitness=94750
It 1200: fitness=94750
It 1205: fitness=94750
It 1210: fitness=94750
It 1215: fitness=94750
It 1220: fitness=94750
It 1225: fitness=94750
It 1230: fitness=94750
It 1235: fitness=94750
It 1240: fitness=94750
It 1245: fitness=94750
It 1250: fitness=94750
It 1255: fitness=94750
It 1260: fitness=94750
It 1265: fitness=94750
It 1270: fitness=94750
It 1275: fitness=94750
It 1280: fitness=94750
It 1285: fitness=94750
It 1290: fitness=94750
It 1295: fitness=94750
It 1300: fitness=94750
It 1305: fitness=94750
It 1310: fitness=94750
It 1315: fitness=94750
It 1320: fitness=94750
It 1325: fitness=94750
It 1330: fitness=94750
It 1335: fitness=94750
It 1340: fitness=94750
It 1345: fitness=94750
It 1350: fitness=94750
It 1355: fitness=94750
Maximal number of iterations without improvement reached
>> Resamp_Iter 4 negLL: 94748.77 (ref:  96258.55 )
>> Resamp_params: 0.4854149 0.5047142 0.4839403 0.4641218 0.5739315 0.4859755 0.5117432 0.5143783 0.6222742 0.8157459 0.606807 -25.71986 -25.79676 0.388879 
>> sd Resamp 5 : 29 30 15 15 37 47 13 4 37 25 11 15 44 39 45 20 2 39 28 15 9 21 30 33 29 27 41 16 37 30 6 9 5 4 28 7 23 39 38 29 11 11 33 20 17 18 32 
>> Opt param @ resamp: 122250.2 
S=17, K=3, p=0.1663, w0=0.7213, w1=0.7213, c.p=1.193, c.g=1.193
v.max=NA, d=3.742, vectorize=FALSE, hybrid=off
It 5: fitness=181200
It 10: fitness=156300
It 15: fitness=156300
It 20: fitness=156300
It 25: fitness=156300
It 30: fitness=156300
It 35: fitness=154900
It 40: fitness=153100
It 45: fitness=153000
It 50: fitness=153000
It 55: fitness=152900
It 60: fitness=152900
It 65: fitness=152900
It 70: fitness=152900
